GAME START
INIT: player0::TestAI vs Player1::SPThink
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> Prepare
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnLeft
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
ACTION: Player1 | Torque3D.Util.FeatureVector -> MoveForward
ACTION: player0 | Torque3D.Util.FeatureVector -> TurnRight
